species_name	gbif_species_key	gbif_species_url	photo_1_mature_overall	photo_2_mature_overall	photo_3_flower_very_close_up	photo_4_flower_moderate_close_up	photo_5_unique_feature_photo_wildcard	photo_6_spring_feature	photo_7_summer_feature	photo_8_fall_feature	photo_9_winter_feature	total_number_of_SKUs	number_of_nursery_suppliers	nursery_to_SKU_count	original_name_summary	size_summary	quantity_summary	
Prunus caroliniana	3023558	https://www.gbif.org/species/3023558	https://www.gbif.org/occurrence/5063747572	https://www.gbif.org/occurrence/5087904926	https://www.gbif.org/occurrence/5087309075	https://www.gbif.org/occurrence/5087169177	2nd photo  https://www.gbif.org/occurrence/5087427038	https://www.gbif.org/occurrence/5087461566	https://www.gbif.org/occurrence/4911095532	https://www.gbif.org/occurrence/3912298310	https://www.gbif.org/occurrence/5087215040	1	1	EarthBalance / Green Seasons:1	"Prunus caroliniana":1	"3g":1	"_":1	
Opuntia abjecta	5384090	https://www.gbif.org/species/5384090	2nd photo  https://www.gbif.org/occurrence/3915331493	Just two occurrences with three photos in Florida.	https://www.gbif.org/occurrence/3915331493	https://www.gbif.org/occurrence/2557718022	Just two occurrences with three photos in Florida.					1	1	EarthBalance / Green Seasons:1	"Opuntia abjecta":1	"g":1	"_":1	
Baccharis dioica	3129751	https://www.gbif.org/species/3129751	2nd photo  https://www.gbif.org/occurrence/5087022890	https://www.gbif.org/occurrence/5087041935	https://www.gbif.org/occurrence/4039347533	https://www.gbif.org/occurrence/4039250717	https://www.gbif.org/occurrence/5088065505	https://www.gbif.org/occurrence/5087022890	3rd photo https://www.gbif.org/occurrence/5088065505	https://www.gbif.org/occurrence/5087120323	no occurrence	1	1	EarthBalance / Green Seasons:1	"Baccharis dioica":1	"3g":1	"_":1	
Calamintha georgiana	5341441	https://www.gbif.org/species/5341441	no live occurrences in Florida									1	1	EarthBalance / Green Seasons:1	"Calamintha georgiana":1	"g":1	"_":1	
Iris virginica	5298008	https://www.gbif.org/species/5298008	https://www.gbif.org/occurrence/5108224652	https://www.gbif.org/occurrence/5104542641	https://www.gbif.org/occurrence/5134420717	https://www.gbif.org/occurrence/4607055521	https://www.gbif.org/occurrence/4949874814	https://www.gbif.org/occurrence/5062664662	no occurrence	2nd photo https://www.gbif.org/occurrence/4980360589	https://www.gbif.org/occurrence/4080671231	1	1	Beeman's Nursery:1	"Iris virginica":1	"BR":1	"M":1	
Eleocharis montana	2717236	https://www.gbif.org/species/2717236	no live occurrences in Florida									1	1	Beeman's Nursery:1	"Eleocharis montana":1	"BR":1	"_":1	
Amorpha fruticosa	5357407	https://www.gbif.org/species/5357407	https://www.gbif.org/occurrence/5134552764	https://www.gbif.org/occurrence/4919348243	https://www.gbif.org/occurrence/5133328923	https://www.gbif.org/occurrence/5153151036	https://www.gbif.org/occurrence/4901952519	https://www.gbif.org/occurrence/5153030555	https://www.gbif.org/occurrence/1880611940	https://www.gbif.org/occurrence/4407141118	https://www.gbif.org/occurrence/3902637893	1	1	Green Isle Gardens:1	"Amorpha fruticosa":1	"g+":1	"L":1	
Arnoglossum ovatum	5390058	https://www.gbif.org/species/5390058	https://www.gbif.org/occurrence/4924052972	https://www.gbif.org/occurrence/3090883991	https://www.gbif.org/occurrence/4145388524	https://www.gbif.org/occurrence/4921548906	https://www.gbif.org/occurrence/4137701356	https://www.gbif.org/occurrence/2273256130	https://www.gbif.org/occurrence/4431005592	https://www.gbif.org/occurrence/2999186896		1	1	Green Isle Gardens:1	"Arnoglossum ovatum":1	"g":1	"L":1	
Carphephorus paniculatus	3112034	https://www.gbif.org/species/3112034	https://www.gbif.org/occurrence/4982166444	https://www.gbif.org/occurrence/4978601873	https://www.gbif.org/occurrence/5153497203	https://www.gbif.org/occurrence/4980565830	https://www.gbif.org/occurrence/4974245560	https://www.gbif.org/occurrence/3859538741	https://www.gbif.org/occurrence/3070494972	https://www.gbif.org/occurrence/3961286465	https://www.gbif.org/occurrence/5007084164	1	1	Green Isle Gardens:1	"Carphephorus paniculatus":1	"g":1	"L":1	
Dalea adenopoda	5353454	https://www.gbif.org/species/5353454	https://www.gbif.org/occurrence/4176940476	https://www.gbif.org/occurrence/4994075028	https://www.gbif.org/occurrence/4919574016	https://www.gbif.org/occurrence/4973886747	https://www.gbif.org/occurrence/4911059737	https://www.gbif.org/occurrence/2963767332	https://www.gbif.org/occurrence/1883550249	https://www.gbif.org/occurrence/1703223025	https://www.gbif.org/occurrence/4606702436	1	1	Green Isle Gardens:1	"Dalea adenopoda":1	"g":1	"L":1	
Erigeron quercifolius	7363888	https://www.gbif.org/species/7363888	https://www.gbif.org/occurrence/5064051978	https://www.gbif.org/occurrence/5063075106	https://www.gbif.org/occurrence/5104434902	https://www.gbif.org/occurrence/5087640498	https://www.gbif.org/occurrence/5087937178	https://www.gbif.org/occurrence/5104336720	https://www.gbif.org/occurrence/2283061874	https://www.gbif.org/occurrence/3415904412	https://www.gbif.org/occurrence/5087226422	1	1	Green Isle Gardens:1	"Erigeron quercifolius":1	"g":1	"L":1	
Glandularia tampensis	5341144	https://www.gbif.org/species/5341144	https://www.gbif.org/occurrence/1847570841	https://www.gbif.org/occurrence/5069735476	https://www.gbif.org/occurrence/2603287406	https://www.gbif.org/occurrence/4851730647	https://www.gbif.org/occurrence/4075714443	https://www.gbif.org/occurrence/3061656828	no occurrence	https://www.gbif.org/occurrence/2868094185	https://www.gbif.org/occurrence/2006035862	1	1	Green Isle Gardens:1	"Glandularia tampensis":1	"g":1	"L":1	
Morus rubra	5361886	https://www.gbif.org/species/5361886	https://www.gbif.org/occurrence/5087828328	https://www.gbif.org/occurrence/5110528899	https://www.gbif.org/occurrence/3112329219	https://www.gbif.org/occurrence/3079641245	https://www.gbif.org/occurrence/2238913051	https://www.gbif.org/occurrence/3383850663	https://www.gbif.org/occurrence/1677305134	https://www.gbif.org/occurrence/4950183467	https://www.gbif.org/occurrence/4039369945	1	1	Green Isle Gardens:1	"Morus rubra":1	"3g":1	"L":1	
Opuntia humifusa	5384047	https://www.gbif.org/species/5384047	https://www.gbif.org/occurrence/3986056325	https://www.gbif.org/occurrence/3802392645	https://www.gbif.org/occurrence/4111658692	https://www.gbif.org/occurrence/3070364999	https://www.gbif.org/occurrence/4910940601	https://www.gbif.org/occurrence/2238909041	https://www.gbif.org/occurrence/1850941628	https://www.gbif.org/occurrence/2550037523	2nd photo  https://www.gbif.org/occurrence/2557856003	1	1	Green Isle Gardens:1	"Opuntia humifusa":1	"g":1	"L":1	
Senna ligustrina	2957907	https://www.gbif.org/species/2957907	https://inaturalist-open-data.s3.amazonaws.com/photos/382814056/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/373362260/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/472521806/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/101230283/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/242591611/original.jpg	https://www.gbif.org/occurrence/4910974158	https://www.gbif.org/occurrence/3333177357	https://www.gbif.org/occurrence/3327893262	https://www.gbif.org/occurrence/4516648413	1	1	Green Isle Gardens:1	"Senna ligustrina":1	"g":1	"L":1	
Ximenia americana	2889811	https://www.gbif.org/species/2889811	https://www.gbif.org/occurrence/5007626134	https://www.gbif.org/occurrence/5008176525	https://www.gbif.org/occurrence/5140683864	https://www.gbif.org/occurrence/5108337488	https://www.gbif.org/occurrence/4908071311	https://www.gbif.org/occurrence/5140775441	https://www.gbif.org/occurrence/4137965294	https://www.gbif.org/occurrence/4945822664	https://www.gbif.org/occurrence/5063123093	1	1	Green Isle Gardens:1	"Ximenia americana":1	"g":1	"L":1	
Nolina brittoniana	2776991	https://www.gbif.org/species/2776991	https://inaturalist-open-data.s3.amazonaws.com/photos/391773901/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/370890136/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/119905856/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/66419977/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/364108629/original.jpeg	https://www.gbif.org/occurrence/5153236274	https://www.gbif.org/occurrence/4134217639	https://www.gbif.org/occurrence/4416641707	https://www.gbif.org/occurrence/4177136439	1	1	Green Isle Gardens:1	"Nolina brittoniana":1	"g":1	"C":1	
Chrysopsis subulata	5385915	https://www.gbif.org/species/5385915	https://www.gbif.org/occurrence/4910758060	https://www.gbif.org/occurrence/4904239329	https://www.gbif.org/occurrence/4165611802	https://www.gbif.org/occurrence/4904058838	https://www.gbif.org/occurrence/2823269803	https://www.gbif.org/occurrence/3070576969	https://www.gbif.org/occurrence/4904000820	https://www.gbif.org/occurrence/3067673667	https://www.gbif.org/occurrence/5063647122	1	1	Green Isle Gardens:1	"Chrysopsis subulata":1	"g":1	"C":1	
Echinacea purpurea	3150935	https://www.gbif.org/species/3150935	2nd photo  https://www.gbif.org/occurrence/4909270418 	https://www.gbif.org/occurrence/4416899559	https://www.gbif.org/occurrence/4903960613	https://www.gbif.org/occurrence/4863582871	https://www.gbif.org/occurrence/4909270418	https://www.gbif.org/occurrence/3949655525	https://www.gbif.org/occurrence/3949891139	No occurrences.	No occurrences.	1	1	Green Isle Gardens:1	"Echinacea purpurea":1	"g":1	"C":1	
Hydrangea quercifolia	2985993	https://www.gbif.org/species/2985993	https://www.gbif.org/occurrence/5140028138	https://www.gbif.org/occurrence/4863451493	https://www.gbif.org/occurrence/4853169577	https://www.gbif.org/occurrence/4851740727	https://www.gbif.org/occurrence/4606768862	https://www.gbif.org/occurrence/3118396445	https://www.gbif.org/occurrence/3873427352	https://www.gbif.org/occurrence/4846759627	https://www.gbif.org/occurrence/3902022004	1	1	Green Isle Gardens:1	"Hydrangea quercifolia":1	"3g":1	"C":1	
Liatris chapmanii	3104307	https://www.gbif.org/species/3104307	https://www.gbif.org/occurrence/4945695752	https://www.gbif.org/occurrence/4937048023	https://www.gbif.org/occurrence/4945812746	https://www.gbif.org/occurrence/4952279732	https://www.gbif.org/occurrence/4936358575	https://www.gbif.org/occurrence/4867958652	https://www.gbif.org/occurrence/2823297704	https://www.gbif.org/occurrence/4424397816	https://www.gbif.org/occurrence/3031749774	1	1	Green Isle Gardens:1	"Liatris chapmanii":1	"g":1	"C":1	
Liatris gracilis	3104338	https://www.gbif.org/species/3104338	https://www.gbif.org/occurrence/3961340747	https://www.gbif.org/occurrence/4430586632	https://www.gbif.org/occurrence/4153453996	https://www.gbif.org/occurrence/4952373559	https://www.gbif.org/occurrence/4926372216	https://www.gbif.org/occurrence/4177141356	https://www.gbif.org/occurrence/3785077400	https://www.gbif.org/occurrence/3902049570	https://www.gbif.org/occurrence/3784711414	1	1	Green Isle Gardens:1	"Liatris gracilis":1	"g":1	"C":1	
Phlox divaricata	2927730	https://www.gbif.org/species/2927730	https://www.gbif.org/occurrence/4606856933	https://www.gbif.org/occurrence/5008370866	https://www.gbif.org/occurrence/4034864811	https://www.gbif.org/occurrence/4596830746	https://www.gbif.org/occurrence/5037148423	2nd photo  https://www.gbif.org/occurrence/4054940765	no occurrence	No occurrences.	https://www.gbif.org/occurrence/3059123881	1	1	Green Isle Gardens:1	"Phlox divaricata":1	"g":1	"C":1	
Quercus pumila	2878192	https://www.gbif.org/species/2878192	https://www.gbif.org/occurrence/5140209058	https://www.gbif.org/occurrence/5153818095	https://www.gbif.org/occurrence/5104732768	https://www.gbif.org/occurrence/5134345073	https://www.gbif.org/occurrence/2429525610	https://www.gbif.org/occurrence/5140214973	https://www.gbif.org/occurrence/4522471603	https://www.gbif.org/occurrence/4413945988	https://www.gbif.org/occurrence/4910718680	1	1	Green Isle Gardens:1	"Quercus pumila":1	"g":1	"C":1	
Rhexia mariana	6370240	https://www.gbif.org/species/6370240	https://www.gbif.org/occurrence/4855147265	https://www.gbif.org/occurrence/4867795381	https://www.gbif.org/occurrence/5108334657	https://www.gbif.org/occurrence/4400372915	https://www.gbif.org/occurrence/4096705539	https://www.gbif.org/occurrence/4872448217	https://www.gbif.org/occurrence/3860500944	https://www.gbif.org/occurrence/4424133370	https://www.gbif.org/occurrence/2574044428	1	1	Green Isle Gardens:1	"Rhexia mariana":1	"g":1	"C":1	
Rhynchospora colorata	2721618	https://www.gbif.org/species/2721618	https://www.gbif.org/occurrence/5154295635	https://www.gbif.org/occurrence/5141063058	https://www.gbif.org/occurrence/5077002818	https://www.gbif.org/occurrence/5087463962	https://www.gbif.org/occurrence/5153408201	https://www.gbif.org/occurrence/5108113704	https://www.gbif.org/occurrence/4921480248	https://www.gbif.org/occurrence/4436453130	https://www.gbif.org/occurrence/3031910219	1	1	Green Isle Gardens:1	"Rhynchospora colorata":1	"g":1	"C":1	
Salvia lyrata	2927027	https://www.gbif.org/species/2927027	https://www.gbif.org/occurrence/5108532698	https://www.gbif.org/occurrence/5008424514	https://www.gbif.org/occurrence/5076876633	https://www.gbif.org/occurrence/5087255748	https://www.gbif.org/occurrence/5133616647	https://www.gbif.org/occurrence/5133724627	https://www.gbif.org/occurrence/3881425488	https://www.gbif.org/occurrence/4407530772	https://www.gbif.org/occurrence/5088006658	1	1	Green Isle Gardens:1	"Salvia lyrata":1	"g":1	"C":1	
Sambucus nigra	2888728	https://www.gbif.org/species/2888728	No live occurrences in Florida.									1	1	Green Isle Gardens:1	"Sambucus nigra subsp. canadensis":1	"3g":1	"C":1	
Silphium compositum	3092567	https://www.gbif.org/species/3092567	https://www.gbif.org/occurrence/4510066489	https://www.gbif.org/occurrence/4954598015	https://www.gbif.org/occurrence/4926248922	https://www.gbif.org/occurrence/4904313005	https://www.gbif.org/occurrence/2634425924	https://www.gbif.org/occurrence/2611160181	https://www.gbif.org/occurrence/2273300685	https://www.gbif.org/occurrence/4954598015	https://www.gbif.org/occurrence/4507940166	1	1	Green Isle Gardens:1	"Silphium compositum":1	"g":1	"C":1	
Vernonia angustifolia	7725720	https://www.gbif.org/species/7725720	https://www.gbif.org/occurrence/4925931473	https://www.gbif.org/occurrence/3070622929	https://www.gbif.org/occurrence/2626185514	https://www.gbif.org/occurrence/4908814105	https://www.gbif.org/occurrence/4901515780	https://www.gbif.org/occurrence/2611328860	https://www.gbif.org/occurrence/4162043506	https://www.gbif.org/occurrence/4420885265	no occurrence. 	1	1	Green Isle Gardens:1	"Vernonia angustifolia":1	"g":1	"C":1	
